POPULACAO,RENDA,SEM_BASICO,SEM_MEDIO,COM_SUPERIOR,DESEMPREGADOS,VIOLENTOS,N_VIOLENTOS,CRIMES
63535,9582,5.11,14.16,14.42,9.52,643.24,5166.08,5809.32
63850,12963,12.87,28.77,14.67,7.87,566.03,6086.67,6652.7
63909,10754,7.78,24.93,16.21,8.2,577.28,7709.63,8286.91
64358,14914,6.66,16.81,29.61,6.75,673.11,7289.29,7962.4
64407,14593,6.13,20.84,16.67,4.86,517.18,6195.61,6712.79
64942,16427,4.19,17.51,17.34,5.39,269.82,2762.66,3032.48
64989,20407,5,13.9,36.38,6.42,978.02,3076.53,4054.55
65452,16747,05.08,18.2,20.9,3.51,305.77,5248.85,5554.62
65585,19300,10.08,23.53,26.92,5.4,265.95,5201.39,5467.34
65674,14539,6.32,22.95,13.81,3.9,622.5,4126.25,4748.75
66049,12657,13.61,30.52,21.74,5.97,753.42,4630.73,5384.15
66072,20292,8.12,18.45,27.09,3.82,726.59,4174.62,4901.21
66270,12013,8.81,18.06,36.45,06.07,694.91,4887.04,5581.95
66462,13040,5.96,19.01,16.64,8.74,631.89,6142.86,6774.75
66473,16523,5.59,20.23,16.51,5.55,131.47,2543.13,2674.6
66643,45434,1.1,4.69,50.25,03.01,387.2,4864.62,5251.82
66692,21702,3.84,12.34,31.73,3.91,502.05,8631.03,9133.08
67153,15835,11.54,29.22,20.41,7.41,1446.56,5381.64,6828.2
67460,22436,6.41,13.37,40.75,3.17,411.23,6018.78,6430.01
67561,9726,2.42,10.02,30.45,4.35,76.24,4083.91,4160.15
68183,21882,4.77,15.09,29.77,4.65,68.68,1572.73,1641.41
68223,17563,7.34,20.55,16.93,5.29,904.94,7150.73,8055.67
68235,13526,05.03,16.35,15.89,4.36,342.53,4705.35,5047.88
68637,10726,15.21,32.62,12.31,9.39,426.71,5608.18,6034.89
68784,15176,08.05,23.34,15.93,5.7,570.95,5554.79,6125.74
68842,14606,5.4,20.16,13.3,6.92,1189.11,3553.87,4742.98
69101,12452,05.02,12.8,44.98,4.91,587.55,5753.71,6341.26
69330,8858,27.25,49.5,9.68,8.45,604.42,2998.85,3603.27
69348,24458,3.83,12.48,40.91,3.16,208.93,4426.27,4635.2
69496,13324,12.9,31.81,18.09,5.27,1271.02,8434.49,9705.51
69961,13829,5.87,19,14.2,6.38,530.22,7817.87,8348.09
70218,10315,8.24,26.15,11.41,4.82,2264.09,11491.32,13755.41
70311,12761,7.78,22.56,18.91,7.22,833.29,7431.27,8264.56
70487,10648,9.79,31.67,10.88,8.74,1497.92,7742.79,9240.71
70576,13487,9.4,26.03,19.27,6.59,1523.3,13032.36,14555.66
70580,11475,15.01,30.58,18.36,10.56,889.17,5763.14,6652.31
71245,10676,11.46,32.49,7.67,9.32,306.05,2754.42,3060.47
71349,13880,10.94,26.11,15.71,6.89,2541.38,6879.15,9420.53
71479,14490,5.15,17.65,16.86,4.9,433.92,3846.57,4280.49
71742,18950,12.35,27.14,20.43,4.71,205.68,3085.26,3290.94
72033,12884,8.85,22.51,21.33,6.98,1203.87,7311.82,8515.69
72388,11862,8.65,26.81,10.16,8.12,1380.76,4782.04,6162.8
72411,17382,9.75,26.27,18.38,6.34,2682.28,11058.21,13740.49
72644,12865,16.58,38.37,13.06,7.98,458.28,5702.23,6160.51
72798,12994,9.81,26.71,16.74,5.61,690.79,7070.97,7761.76
72820,24160,1.38,6.33,39.1,2.9,225.56,2945.37,3170.93
73552,12376,9.96,30.7,14.65,11.76,2941.62,7166.95,10108.57
73557,17446,5.49,18.63,17.67,4.33,987.28,5192.01,6179.29
74111,13554,5.52,11.27,30.24,4.18,115.31,4747.58,4862.89
74625,15456,3,11.6,23.76,4.19,320.3,4810.2,5130.5
74840,21335,1.89,6.66,45.89,3.88,272.13,5197.89,5470.02
74991,14934,5.24,18.63,15.22,4.35,303.72,4529.07,4832.79
75058,12840,01.05,6.93,29.42,3.56,131.68,3715.75,3847.43
75450,13400,9.69,22.95,24.74,08.08,1141.93,9484.24,10626.17
75491,14715,15.44,35.25,16.67,7.84,728.32,6652.17,7380.49
75494,11252,7.4,18.69,18.47,6.29,1130.86,3814.79,4945.65
75636,12994,12.15,24.77,19.65,6.83,776.61,6940.35,7716.96
75695,12825,8.6,20.87,23.79,7.33,2089.28,9898.93,11988.21
76060,15922,8.52,26.03,21.11,5.96,166.71,3413.65,3580.36
76095,15292,10.42,23.88,17.96,5.76,519.47,6434.96,6954.43
76210,15179,11.08,24.82,30.88,6.33,249.58,3348.43,3598.01
76371,17305,6.98,21.2,20.59,05.01,205.97,3743.02,3948.99
76459,19833,04.09,11.89,31.26,3.53,599.49,5782.44,6381.93
77211,13713,4.69,15.84,15.43,6.11,951.34,5904.01,6855.35
77671,17874,7.8,20.35,20.85,4.84,453.49,3505.76,3959.25
78118,15530,10.13,24.87,18.15,5.72,496.56,5910.02,6406.58
78122,10496,14,33.63,17.83,10.85,1363.32,9960.24,11323.56
78331,23075,7.84,20.48,29.54,4.69,412.91,4981.58,5394.49
78380,11041,16.1,41.57,8.52,8.63,1195.53,7043.06,8238.59
79443,18319,3.42,10.81,31.47,3.85,294.6,4176.5,4471.1
79662,18010,6.63,17.31,28.84,06.03,84.54,3252.32,3336.86
80071,13690,4.16,12.86,38.05,06.05,230,4965.56,5195.56
80352,12284,9.18,26.84,12.18,7.8,536.08,5063.63,5599.71
80414,14093,9.29,23.46,29.44,5.15,1283.7,7364.72,8648.42
80561,10772,5.78,18.47,18.98,9.2,952.59,6066.55,7019.14
81177,15497,6.28,19.96,21.68,4.78,283.39,3105.21,3388.6
81245,13026,10.02,26.81,14.33,9.34,1764.17,7210.03,8974.2
81805,11108,11.05,29.59,13.59,6.55,288.4,3274.74,3563.14
82106,13436,14.56,27.91,22.92,06.05,544.59,4062,4606.59
82169,19065,4.14,10.15,37.45,3.85,214.51,4264.07,4478.58
82585,28840,3.72,8.34,57.22,3.94,256.34,2556.39,2812.73
83312,17268,2.13,05.08,58.87,05.05,208.56,6441.54,6650.1
83816,29627,4.7,12.2,46.65,4.37,233.77,3284.96,3518.73
83995,13749,12.8,28.65,17.06,7.17,1267.73,4148.02,5415.75
84021,9814,31,42.14,19.07,10.26,739.5,11503.4,12242.9
84161,10133,10.62,32.97,9.67,11.23,1224,7475.25,8699.25
84236,11576,10.33,30.67,9.22,8.93,1395.22,7234.57,8629.79
84298,11858,10.14,28.02,14.85,7.63,811.92,6709.88,7521.8
84770,11549,05.08,15.16,40.49,6.59,1573.82,10452.52,12026.34
84985,17436,5.52,17.25,23.22,6.92,369.24,3235.58,3604.82
85427,16371,06.04,22.18,21.26,5.44,423.52,4252.66,4676.18
85486,22746,6.39,14.73,30.16,4.25,440.66,3533.2,3973.86
85571,18934,10.13,20.9,33.12,4.6,779.72,5227.99,6007.71
86284,8368,36.2,59.05,5.25,10.81,1097.77,4261.17,5358.94
86835,8408,2.4,10.15,34.54,5.85,157.99,3935.3,4093.29
86874,23816,1.84,5.82,45.65,03.03,223.06,5492.49,5715.55
86905,29134,5.51,12.51,43.39,4.81,1651.73,10954,12605.73
87425,14630,9.43,23.31,22.15,9.43,3239.2,8497.95,11737.15
87492,7276,20.02,50.33,6.44,16.3,3530.78,12109.83,15640.61
87535,11585,10.59,28.02,9.44,7.37,1333.23,4883.08,6216.31
87758,13439,3.6,8.55,42.71,5.64,383.57,4344.48,4728.05
88675,11018,16.44,41.82,10.53,10.86,2065.29,7289.2,9354.49
88680,20961,5.5,15.51,33.82,4.46,143.94,3498.99,3642.93
88693,13518,6.71,21.49,14.45,07.07,894.51,7091.62,7986.13
89235,15642,03.07,11.62,25.05,5.17,266.81,3574.9,3841.71
89443,16201,9.41,21.7,28.99,6.24,457.27,5078.95,5536.22
89699,11588,14.32,30.51,13.64,7.55,798.57,8426.98,9225.55
90454,7842,25.38,48.77,6.16,14.33,2169.92,5011.24,7181.16
90533,14720,5.78,14.24,26.2,4.54,223.64,5202.98,5426.62
91444,16696,8.96,23.71,16.32,5.43,514.99,3743.36,4258.35
92311,14744,9.7,21.19,24.21,5.43,579.84,3115.05,3694.89
92639,16504,16.88,34.51,21.2,8.9,1981.89,16092.17,18074.06
92703,10966,33.08,53.3,8.43,9.93,640.62,1623.79,2264.41
93086,18213,9.23,22.57,19.84,4.85,408.3,3967.5,4375.8
93613,19676,6.55,16.45,30.77,4.43,482.97,5454.72,5937.69
93643,18897,8.38,20.32,22.92,5.12,491.18,4319.83,4811.01
94279,11713,16.22,35.34,9.92,6.64,1174.32,4015.8,5190.12
94440,12925,12.13,24.79,27.26,8.73,869.6,7573.77,8443.37
95333,12557,7.16,21.19,20.14,6.51,1565.55,8078.23,9643.78
95706,8544,10.61,34.39,8.3,15.6,2299.87,6833.44,9133.31
95802,19879,07.09,15.65,54.17,5.15,985.62,5843.37,6828.99
96086,15862,6.57,19.41,20.2,4.96,639.59,5478.87,6118.46
96357,18750,7.4,16.52,27.26,4.17,448.84,7247.12,7695.96
96397,12513,13.56,32.03,15.65,5.47,578.8,5007.38,5586.18
96466,12969,09.08,19.15,16.66,5.42,435.6,4114.51,4550.11
97291,14842,5.84,19.72,16.2,6.94,1218.85,4063.11,5281.96
98052,12210,9.23,23.98,31.66,5.87,2109.96,9737.98,11847.94
98640,10168,12.19,26.79,13.77,9.28,1684.94,5183.01,6867.95
98784,16726,6.23,19.78,20.36,4.8,1155.27,6390.96,7546.23
98962,6284,40.23,54.51,12.21,15.3,953.67,8977.74,9931.41
99405,13574,7.94,16.75,22.72,3,430.31,4012.32,4442.63
99567,15111,11.74,25.06,19.57,07.07,223.14,5388.97,5612.11
100217,18630,3.42,13.34,21.12,4.11,237.24,2453.34,2690.58
101082,13742,8.95,22.28,29.51,06.09,1183.14,6316.12,7499.26
101409,17239,4.49,14,21.06,4.87,340.63,4352.73,4693.36
102724,18720,4.11,9.68,58.67,5.62,1625.6,11484.87,13110.47
103439,12701,16.6,34.21,15.51,10.68,1274.62,7762.64,9037.26
103590,10195,13.01,31.62,17.02,8.39,1544.24,8903.93,10448.17
103907,11158,12.62,33.36,11.62,7.33,1308.07,7757.52,9065.59
104352,23682,3.3,10.22,34.95,3.95,305.72,2631.37,2937.09
105090,12822,11.62,30.56,15.27,6.26,681.43,6474.08,7155.51
105511,11949,9.19,28.02,18.46,7.82,1093.15,8755.56,9848.71
106209,8056,31.87,55.72,06.01,9.4,1318.6,4576.61,5895.21
106612,11502,15.65,36.08,15.32,8.38,820.1,9176.31,9996.41
107786,12641,6.8,18.46,21.69,6.4,332.86,8062.76,8395.62
108056,27092,7.21,18.81,35.13,05.08,500.94,5005.64,5506.58
108635,14647,9.94,22.05,18.25,6.23,624.28,6481.43,7105.71
108718,10715,8.74,27.67,13.99,8.85,770.88,4328.73,5099.61
108777,11351,23.31,37.7,13.02,10.81,1219.94,5828.13,7048.07
108961,14209,15.26,33.18,14.11,7.77,566.06,7883.27,8449.33
109199,14271,6.8,19.04,19.2,6.55,1448.54,6903.54,8352.08
109602,11899,17.16,34,14.93,10,2078.85,5569.51,7648.36
110002,12112,20.43,41.52,11.46,9.91,1311.2,7568.62,8879.82
110330,25332,1.39,4.88,52.85,3.32,111.68,3520.65,3632.33
110642,21073,3.76,12.06,25.87,3.51,624.31,2540.67,3164.98
110658,19064,8.11,18.34,25.58,4.57,473.71,4686.81,5160.52
111183,25509,6,13.09,48.55,3.5,659.56,6668.42,7327.98
111348,17566,3.65,11.93,26.14,4.58,534.46,6542.41,7076.87
111498,15048,9.23,23.75,16.99,6.11,1118.18,6251.13,7369.31
112301,13208,6.88,21.65,13.74,5.46,581.49,5835.3,6416.79
112669,13886,3.96,11.44,34.88,6.42,390.93,6890.36,7281.29
113313,17259,4.94,14.3,26.88,4.62,537.64,6058.7,6596.34
114144,19098,7.99,17.28,29.83,4.66,530.44,6200.09,6730.53
114323,12751,9.87,24.84,19.72,7.84,1250.99,9531.77,10782.76
116646,8994,11.68,35.24,8.81,16.6,2154.96,8024.71,10179.67
117229,22309,4.68,12.91,37.06,3.96,249.62,3942.26,4191.88
118779,13474,5.78,18.18,14.29,7.31,1201.33,5823.11,7024.44
119363,12402,12.51,30.24,10.89,7.38,1248.05,5748.3,6996.35
121697,16303,8.59,27.12,15.71,06.05,822.7,8282.9,9105.6
122899,6981,36.26,51.16,11.63,11.24,689.42,5948.83,6638.25
124773,13247,5.59,14.48,40.72,5.56,1981.45,12349.83,14331.28
126272,12564,11.05,27.61,14.56,7.12,591.12,4872.89,5464.01
126481,16726,03.03,11.82,29.63,4.78,493.93,5650.82,6144.75
128398,14522,7.47,18.79,18.79,6.82,1019.98,5153.64,6173.62
128713,21820,2.4,6.78,46.58,2.88,303.7,4036.62,4340.32
130069,23482,2.69,9.18,34.51,4.4,251.6,5041.57,5293.17
130474,12968,11.86,28.97,26.7,9.25,2127.02,10988.76,13115.78
131591,19588,11.37,22.48,36.26,6.3,1280.74,5938.71,7219.45
131723,10728,21.66,40.4,13.13,09.08,1627.33,5693.22,7320.55
133107,22095,3.85,12.38,31.23,3.95,620.53,5352.95,5973.48
133179,12120,14.44,31.47,10.98,7.32,1160.86,6844.87,8005.73
133793,13099,6.84,20.31,19.07,5.87,455.92,5054.1,5510.02
133850,16091,5.49,18.06,22.41,5.5,687.49,6957.6,7645.09
135163,14102,9.55,24.31,17.65,06.08,721.98,6100.46,6822.44
136611,14498,8.72,21.54,35.4,4.72,1169.38,9154.31,10323.69
137560,10978,11.35,29.91,16.56,7.77,987.42,7902.86,8890.28
139739,11081,18,40.56,14.44,10.73,2288.32,12328.9,14617.22
140494,11878,8.76,23.03,20.66,5.72,442.95,6867.42,7310.37
140891,10518,22.45,45.12,8.71,11.04,1571.14,6672.33,8243.47
141686,13156,17.99,38.91,12.28,10.62,1908.96,8455.77,10364.73
141865,15530,3.32,10.08,36.75,5.19,556.4,7720.02,8276.42
142216,12096,23.66,38.66,13.01,6.71,984.34,4941.47,5925.81
143050,13976,11.29,25.6,16.14,6.21,616.67,5849.28,6465.95
148134,13524,6.74,17.42,17.7,5.99,817.33,7045.06,7862.39
149377,19814,9.15,25.83,21.85,6.68,1421.42,14206.91,15628.33
151976,13817,7.95,22.89,16.9,4.23,430.93,3922.8,4353.73
152466,12332,12.71,31.04,18.24,6.9,1960.67,8666.52,10627.19
155037,16424,7.43,19.29,26.19,5.24,401.73,6063.49,6465.22
157615,12744,8.61,24.28,17.77,6.76,671.46,7617.37,8288.83
159789,16204,6.44,17.99,33.33,5.51,1343.3,8405.06,9748.36
159936,13482,4.69,16.96,30.44,5.58,797.66,9746.54,10544.2
160728,11838,16.42,37.24,21.63,9.18,916.52,9460.97,10377.49
163860,11351,11.07,28.84,21.98,8.17,852.74,6184.09,7036.83
164164,10865,12.54,31.91,12.71,10.69,3047.66,9248.11,12295.77
164693,13879,7.62,21.9,22.59,4.56,2304.49,9956.08,12260.57
164730,13572,10.05,25.21,15.82,8.9,813.57,6641.13,7454.7
165121,12108,12.59,29.21,21.73,7.11,1693.42,6179.34,7872.76
170045,12711,6.89,20.66,18.44,5.93,845.63,5590.56,6436.19
173072,12726,7.5,22.88,15.74,6.15,555.18,7553.59,8108.77
173339,20101,4.42,13.4,29.93,4.19,483.47,3470.5,3953.97
174820,14183,08.09,22.23,19.65,7.1,974.37,7215.88,8190.25
175795,15307,6.11,18.05,30.34,5.26,3255.71,12364.16,15619.87
176664,12272,6.74,20.74,15.78,7.19,1849.26,9547.28,11396.54
177196,12375,5.74,16.79,21.03,8.12,795.08,7383.29,8178.37
179278,11949,11.26,28.48,16.61,7.16,611.05,5857.78,6468.83
180038,17966,11.54,22.83,28.55,6.95,374.07,4246.34,4620.41
182044,9946,10.74,31.66,12.29,10.39,1629.43,9465.95,11095.38
183521,15644,7.63,20.79,29.94,4.52,861.57,6852,7713.57
186206,12322,11.4,24.43,25.96,6.56,643.52,5655.94,6299.46
187106,12755,8.69,24.25,24.61,7,860.21,5422.59,6282.8
188082,17484,11.2,26.45,21.91,6.48,737.62,4494.53,5232.15
191262,15143,3.84,9.38,41.98,3.52,321.68,5118.88,5440.56
193187,13710,5.59,18.98,18.9,4.95,461.42,7589.33,8050.75
196278,12509,9,25.16,21.42,9.13,1076.95,7955.35,9032.3
196637,12216,09.01,24.97,26.91,8.79,1424.74,11722.35,13147.09
198525,11663,10.01,25.92,19.61,11.45,1291.41,10191.1,11482.51
203056,13993,12.2,31.91,24.24,6.43,1617.17,9371.69,10988.86
207951,16896,4.77,13.44,40.56,3.97,842.7,5502.07,6344.77
210943,11331,17.72,33.37,15.01,10.28,1564.23,9600.36,11164.59
219531,12398,8.8,23.24,28.34,9.35,2978.69,13039.07,16017.76
222103,15255,2.53,9.7,26.3,4.71,1807.31,6499.74,8307.05
226338,19620,2.81,9.61,26.85,6.46,872.98,5535.31,6408.29
226505,14235,8.84,22.23,19.32,6.91,1636.75,7621.71,9258.46
228537,13060,14.08,34.32,21.43,10.83,2017.65,6265.54,8283.19
231636,11704,11.03,31.21,18.99,8.8,1171.84,10038.61,11210.45
257453,11755,14.99,29.13,17.82,8.27,792.93,9053.65,9846.58
258295,14737,6.86,23.7,13.37,6.57,1014.86,5790.44,6805.3
261229,11643,8.78,27.31,16.82,6.1,1135.5,8027.25,9162.75
261721,16239,3.71,12.19,29.99,4.99,772.77,6171.23,6944
265968,10127,10.65,30.7,16.15,9.24,2466.68,9349.97,11816.65
269063,11527,12.85,32.81,17.23,8.24,999.13,5451.18,6450.31
275221,9424,21.97,48.79,8.55,14.71,3928.03,10942.54,14870.57
280015,13277,11.47,29.37,18.7,6.54,3235.45,12490.6,15726.05
280039,17622,7.33,18.13,23.85,4.43,377.37,3809.32,4186.69
286215,13975,3.73,12.38,26.69,6.73,510.78,5965.75,6476.53
288091,13506,4.97,15.21,20.99,5.11,719.23,6744.72,7463.95
293742,10019,33.07,50.28,10.59,8.52,1091.39,5601.65,6693.04
328123,10445,12.42,32.71,16.05,11.58,1933.77,8407.3,10341.07
332943,11894,8.57,26.84,14.06,9.92,984.96,7910.25,8895.21
354202,11528,15.86,30.99,19.09,8.52,1418.55,9454.95,10873.5
358548,9799,30.89,52.37,12.79,11.02,3829.21,14679.18,18508.39
364040,12547,10.23,30.39,22.17,7.84,1562.48,7194.74,8757.22
367302,15434,05.03,17.74,25.82,06.09,1304.78,6544.31,7849.09
369365,14087,10.13,23.06,23.49,7.6,1290.43,9258.87,10549.3
369879,12580,09.03,27.55,20.12,09.07,1262.47,6896.95,8159.42
372242,14676,11.96,25.61,27.18,9.38,2601.6,9420.56,12022.16
384736,14013,5.9,16.09,28.43,6.32,1595.37,7757.66,9353.03
393069,15242,03.06,12.03,25.5,3.86,286.27,4465.56,4751.83
394017,15279,10.96,30.13,26.65,9.13,4026.59,13325.77,17352.36
395934,16793,06.02,19.02,28.35,4.16,1787.2,7428.52,9215.72
405390,11184,9.36,21.39,20.71,8.12,969.6,9943.53,10913.13
429433,15639,11.53,24.49,23.22,6.54,1631.98,6595.13,8227.11
435146,13799,6.95,21.2,22.05,7.23,2460.11,10039.52,12499.63
437319,14478,5.62,17.1,25.95,6.16,1841.38,9577.37,11418.75
444719,13528,07.06,21.78,21.57,07.06,1389.87,9710.83,11100.7
447619,13162,12.39,28.38,21.47,7.43,1516.12,9393.66,10909.78
465622,14295,7.84,17.67,34.4,6.32,599.78,9773.95,10373.73
467610,15590,7.68,20.8,29.05,6.77,1038.27,6915.98,7954.25
505616,9258,12.53,41.24,08.06,14,1678.54,6534.58,8213.12
515342,9603,22.23,34.67,16.2,9.85,1035.05,6961.87,7996.92
516259,18308,5.17,13.57,37.9,4.88,1399.84,10458.26,11858.1
606900,18881,9.56,26.85,33.31,07.03,3048.38,9252.35,12300.73
610337,11682,10.89,29.57,17.48,8.71,1633.81,8501.39,10135.2
628088,11106,9.81,28.5,14.83,8.88,966.16,7218.05,8184.21
632270,13143,5.66,21.31,24.57,5.91,1118.78,7860.14,8978.92
672971,13857,7.26,23.13,18.39,5.2,1681.08,8316.74,9997.82
723959,19695,11.33,21.98,35.04,6.2,1810.07,7754.23,9564.3
736014,11994,14.81,39.35,15.47,9.16,3081.26,9901.59,12982.85
741952,14605,6.95,23.46,21.87,5.58,1682.47,7349.19,9031.66
782248,16905,10.84,22.84,25.33,5.54,646.17,3857.83,4504
935933,10884,17.05,30.87,17.84,8.92,672.57,9191.32,9863.89
983403,14096,8.79,21.28,19.94,6.64,1097.07,7817.4,8914.47
1006877,16300,12.32,26.55,27.12,7.43,1744.19,9015.27,10759.46
1110549,16401,8.15,17.74,29.77,5.72,1162.84,6219.62,7382.46
1585577,12091,11.29,35.69,15.22,9.62,1279.6,5253.14,6532.74
3485398,16188,18.4,33,22.96,8.34,2414.77,6756.86,9171.63
7322564,16281,14.1,31.68,22.98,8.98,2097.71,6164.95,8262.66
